amount,transactionAmountLevel,taxHavenRiskLevel,transactionType,isFraud
3103.49,HIGH,NONE,DOMESTIC,0
41.92,LOW,NONE,DOMESTIC,0
62.98,LOW,NONE,DOMESTIC,0
1633.15,HIGH,NONE,DOMESTIC,0
52.72,LOW,NONE,DOMESTIC,0
36.9,LOW,NONE,DOMESTIC,0
114.12,LOW,NONE,INTERNATIONAL,0
387.97,LOW,NONE,DOMESTIC,0
191.6,LOW,NONE,DOMESTIC,0
91.41,LOW,NONE,DOMESTIC,0
88.54,LOW,NONE,INTERNATIONAL,0
84.1,LOW,NONE,DOMESTIC,0
67.11,LOW,NONE,DOMESTIC,0
4787.83,HIGH,LOW,DOMESTIC,0
328.74,LOW,NONE,DOMESTIC,0
728.33,MEDIUM,HIGH,INTERNATIONAL,0
113.68,LOW,NONE,DOMESTIC,0
171.16,LOW,NONE,DOMESTIC,0
83.96,LOW,NONE,INTERNATIONAL,0
6.13,LOW,NONE,DOMESTIC,0
34.24,LOW,NONE,DOMESTIC,0
19.09,LOW,NONE,DOMESTIC,0
10.55,LOW,NONE,DOMESTIC,0
43.81,LOW,NONE,DOMESTIC,0
1315.95,HIGH,NONE,INTERNATIONAL,0
207.19,LOW,NONE,INTERNATIONAL,0
1256.25,HIGH,NONE,INTERNATIONAL,0
383.16,LOW,NONE,DOMESTIC,0
632.75,MEDIUM,NONE,DOMESTIC,0
65.2,LOW,NONE,DOMESTIC,0
446.29,LOW,LOW,INTERNATIONAL,0
588.39,MEDIUM,NONE,INTERNATIONAL,0
101.0,LOW,NONE,DOMESTIC,1
468.25,LOW,LOW,DOMESTIC,0
472.47,LOW,NONE,INTERNATIONAL,0
104.77,LOW,NONE,INTERNATIONAL,0
48.32,LOW,NONE,INTERNATIONAL,0
44.48,LOW,NONE,DOMESTIC,0
247.25,LOW,NONE,DOMESTIC,0
342.1,LOW,NONE,DOMESTIC,0
75.47,LOW,NONE,DOMESTIC,0
228.04,LOW,HIGH,INTERNATIONAL,0
475.26,LOW,NONE,DOMESTIC,0
506.83,MEDIUM,NONE,DOMESTIC,0
1787.67,HIGH,NONE,DOMESTIC,0
1233.43,HIGH,NONE,DOMESTIC,0
56.93,LOW,NONE,DOMESTIC,0
2135.53,HIGH,NONE,DOMESTIC,0
107.43,LOW,NONE,INTERNATIONAL,0
901.63,MEDIUM,NONE,DOMESTIC,0
241.15,LOW,NONE,DOMESTIC,0
126.12,LOW,NONE,DOMESTIC,0
19.17,LOW,NONE,DOMESTIC,0
174.52,LOW,NONE,DOMESTIC,0
26.8,LOW,NONE,INTERNATIONAL,0
811.98,MEDIUM,NONE,DOMESTIC,0
1704.96,HIGH,NONE,INTERNATIONAL,1
75.02,LOW,LOW,DOMESTIC,0
330.73,LOW,NONE,DOMESTIC,0
82.63,LOW,NONE,DOMESTIC,0
94.18,LOW,NONE,DOMESTIC,0
625.9,MEDIUM,NONE,INTERNATIONAL,0
208.85,LOW,NONE,DOMESTIC,0
2303.42,HIGH,NONE,DOMESTIC,0
114.73,LOW,NONE,DOMESTIC,1
847.87,MEDIUM,NONE,INTERNATIONAL,0
250.92,LOW,NONE,DOMESTIC,0
644.15,MEDIUM,NONE,INTERNATIONAL,0
120.3,LOW,NONE,DOMESTIC,0
205.76,LOW,NONE,INTERNATIONAL,0
188.24,LOW,NONE,DOMESTIC,0
71.16,LOW,NONE,DOMESTIC,0
537.77,MEDIUM,NONE,INTERNATIONAL,0
529.25,MEDIUM,NONE,DOMESTIC,0
490.26,LOW,NONE,DOMESTIC,0
1752.03,HIGH,NONE,DOMESTIC,1
1556.57,HIGH,NONE,DOMESTIC,0
132.62,LOW,NONE,DOMESTIC,1
364.03,LOW,NONE,DOMESTIC,0
94.8,LOW,NONE,INTERNATIONAL,0
227.05,LOW,MEDIUM,INTERNATIONAL,0
97.9,LOW,NONE,DOMESTIC,0
1960.04,HIGH,NONE,DOMESTIC,0
359.47,LOW,HIGH,INTERNATIONAL,0
163.91,LOW,NONE,DOMESTIC,0
1102.14,HIGH,NONE,DOMESTIC,0
11.74,LOW,NONE,DOMESTIC,0
14.51,LOW,NONE,DOMESTIC,0
644.2,MEDIUM,NONE,DOMESTIC,0
238.71,LOW,NONE,INTERNATIONAL,0
308.5,LOW,NONE,INTERNATIONAL,0
36.71,LOW,NONE,DOMESTIC,0
213.21,LOW,NONE,DOMESTIC,0
3289.09,HIGH,NONE,DOMESTIC,0
669.34,MEDIUM,NONE,DOMESTIC,0
276.64,LOW,NONE,INTERNATIONAL,0
121.62,LOW,NONE,DOMESTIC,0
129.15,LOW,NONE,INTERNATIONAL,1
12.42,LOW,LOW,DOMESTIC,0
311.51,LOW,NONE,DOMESTIC,0
688.85,MEDIUM,NONE,DOMESTIC,0
26.22,LOW,NONE,DOMESTIC,0
90.08,LOW,LOW,INTERNATIONAL,0
46.11,LOW,LOW,DOMESTIC,0
59.76,LOW,NONE,DOMESTIC,1
236.47,LOW,NONE,DOMESTIC,0
13.19,LOW,NONE,DOMESTIC,0
504.16,MEDIUM,NONE,INTERNATIONAL,0
608.7,MEDIUM,NONE,DOMESTIC,0
156.75,LOW,NONE,DOMESTIC,0
7.73,LOW,NONE,DOMESTIC,0
57.31,LOW,NONE,DOMESTIC,0
1162.17,HIGH,NONE,DOMESTIC,0
5.17,LOW,NONE,DOMESTIC,0
137.62,LOW,NONE,DOMESTIC,0
44.73,LOW,NONE,DOMESTIC,0
651.84,MEDIUM,NONE,DOMESTIC,0
88.43,LOW,MEDIUM,INTERNATIONAL,1
379.54,LOW,NONE,DOMESTIC,0
472.01,LOW,NONE,DOMESTIC,0
2624.2,HIGH,NONE,DOMESTIC,0
167.28,LOW,NONE,DOMESTIC,0
365.51,LOW,LOW,INTERNATIONAL,0
29.63,LOW,NONE,DOMESTIC,0
1097.39,HIGH,NONE,DOMESTIC,0
78.8,LOW,NONE,INTERNATIONAL,0
103.19,LOW,NONE,INTERNATIONAL,0
213.49,LOW,NONE,INTERNATIONAL,0
26.68,LOW,NONE,DOMESTIC,0
299.61,LOW,NONE,DOMESTIC,0
812.17,MEDIUM,NONE,DOMESTIC,0
326.71,LOW,NONE,DOMESTIC,0
25.75,LOW,NONE,DOMESTIC,0
186.14,LOW,NONE,INTERNATIONAL,0
599.06,MEDIUM,NONE,DOMESTIC,0
17.43,LOW,LOW,DOMESTIC,0
51.56,LOW,NONE,DOMESTIC,0
718.35,MEDIUM,NONE,DOMESTIC,0
316.8,LOW,NONE,DOMESTIC,0
383.67,LOW,NONE,INTERNATIONAL,0
2707.95,HIGH,NONE,DOMESTIC,0
414.13,LOW,NONE,INTERNATIONAL,0
534.74,MEDIUM,NONE,DOMESTIC,0
8545.28,HIGH,NONE,DOMESTIC,0
164.84,LOW,NONE,DOMESTIC,0
74.92,LOW,NONE,INTERNATIONAL,0
391.96,LOW,NONE,DOMESTIC,0
397.93,LOW,NONE,DOMESTIC,0
108.05,LOW,NONE,DOMESTIC,0
54.59,LOW,LOW,INTERNATIONAL,0
4973.69,HIGH,NONE,DOMESTIC,0
342.02,LOW,NONE,INTERNATIONAL,1
81.86,LOW,LOW,INTERNATIONAL,0
757.58,MEDIUM,LOW,INTERNATIONAL,0
189.86,LOW,NONE,DOMESTIC,0
156.37,LOW,NONE,DOMESTIC,0
469.98,LOW,NONE,INTERNATIONAL,0
38.46,LOW,NONE,DOMESTIC,0
354.13,LOW,NONE,DOMESTIC,0
2910.61,HIGH,NONE,DOMESTIC,0
412.8,LOW,NONE,INTERNATIONAL,0
132.39,LOW,NONE,DOMESTIC,0
110.95,LOW,NONE,DOMESTIC,0
126.43,LOW,NONE,DOMESTIC,0
156.14,LOW,NONE,INTERNATIONAL,0
132.1,LOW,NONE,DOMESTIC,0
757.97,MEDIUM,NONE,INTERNATIONAL,0
21.2,LOW,NONE,INTERNATIONAL,0
704.39,MEDIUM,NONE,INTERNATIONAL,1
131.77,LOW,NONE,INTERNATIONAL,1
365.95,LOW,LOW,DOMESTIC,0
48.05,LOW,NONE,DOMESTIC,1
1322.5,HIGH,NONE,DOMESTIC,0
1182.32,HIGH,LOW,INTERNATIONAL,0
803.58,MEDIUM,NONE,DOMESTIC,0
28.47,LOW,NONE,DOMESTIC,0
673.81,MEDIUM,NONE,INTERNATIONAL,0
380.0,LOW,NONE,DOMESTIC,0
25.19,LOW,NONE,INTERNATIONAL,0
212.9,LOW,NONE,DOMESTIC,0
359.87,LOW,NONE,DOMESTIC,0
466.07,LOW,MEDIUM,DOMESTIC,0
279.48,LOW,NONE,DOMESTIC,1
325.96,LOW,NONE,DOMESTIC,0
1608.41,HIGH,NONE,INTERNATIONAL,1
1151.45,HIGH,NONE,DOMESTIC,0
5.0,LOW,NONE,DOMESTIC,0
143.32,LOW,NONE,INTERNATIONAL,0
176.15,LOW,MEDIUM,INTERNATIONAL,0
20.66,LOW,NONE,DOMESTIC,0
249.83,LOW,NONE,INTERNATIONAL,0
1187.32,HIGH,NONE,DOMESTIC,0
50.74,LOW,NONE,DOMESTIC,0
346.46,LOW,NONE,DOMESTIC,0
63.9,LOW,NONE,INTERNATIONAL,0
88.81,LOW,HIGH,DOMESTIC,0
1616.65,HIGH,NONE,DOMESTIC,0
105.76,LOW,NONE,INTERNATIONAL,0
410.6,LOW,NONE,DOMESTIC,0
17.59,LOW,NONE,DOMESTIC,0
2718.28,HIGH,HIGH,INTERNATIONAL,1
496.31,LOW,NONE,DOMESTIC,0
171.96,LOW,NONE,DOMESTIC,0
478.48,LOW,NONE,DOMESTIC,0
32.8,LOW,NONE,INTERNATIONAL,0
1085.77,HIGH,NONE,DOMESTIC,0
142.06,LOW,NONE,DOMESTIC,0
167.02,LOW,NONE,DOMESTIC,0
113.28,LOW,NONE,DOMESTIC,0
100.46,LOW,LOW,INTERNATIONAL,0
561.96,MEDIUM,NONE,DOMESTIC,0
310.79,LOW,NONE,DOMESTIC,0
530.32,MEDIUM,NONE,DOMESTIC,0
217.4,LOW,NONE,DOMESTIC,0
439.86,LOW,NONE,DOMESTIC,0
124.98,LOW,NONE,INTERNATIONAL,0
4463.84,HIGH,NONE,DOMESTIC,0
26.49,LOW,NONE,DOMESTIC,0
1207.0,HIGH,NONE,DOMESTIC,0
1394.52,HIGH,NONE,DOMESTIC,0
69.63,LOW,NONE,DOMESTIC,0
4461.08,HIGH,NONE,DOMESTIC,1
843.48,MEDIUM,NONE,DOMESTIC,0
816.2,MEDIUM,LOW,INTERNATIONAL,0
228.48,LOW,MEDIUM,INTERNATIONAL,1
164.08,LOW,NONE,DOMESTIC,0
165.82,LOW,NONE,INTERNATIONAL,0
372.73,LOW,NONE,DOMESTIC,0
1458.6,HIGH,NONE,DOMESTIC,1
281.01,LOW,NONE,INTERNATIONAL,0
64.28,LOW,NONE,DOMESTIC,0
669.55,MEDIUM,NONE,DOMESTIC,0
762.94,MEDIUM,NONE,INTERNATIONAL,0
532.41,MEDIUM,NONE,DOMESTIC,0
601.88,MEDIUM,NONE,INTERNATIONAL,0
152.61,LOW,NONE,DOMESTIC,0
62.77,LOW,NONE,INTERNATIONAL,0
68.14,LOW,NONE,DOMESTIC,1
24.19,LOW,NONE,DOMESTIC,0
302.93,LOW,NONE,DOMESTIC,0
196.56,LOW,NONE,INTERNATIONAL,0
121.47,LOW,LOW,DOMESTIC,0
5.0,LOW,LOW,INTERNATIONAL,0
40.84,LOW,NONE,DOMESTIC,0
999.01,MEDIUM,NONE,DOMESTIC,0
89.69,LOW,NONE,DOMESTIC,0
357.96,LOW,NONE,DOMESTIC,0
33.66,LOW,NONE,INTERNATIONAL,0
1534.38,HIGH,NONE,DOMESTIC,1
181.13,LOW,NONE,DOMESTIC,0
325.44,LOW,NONE,DOMESTIC,0
5081.85,HIGH,NONE,DOMESTIC,0
1704.15,HIGH,NONE,DOMESTIC,1
145.44,LOW,NONE,INTERNATIONAL,0
98.77,LOW,NONE,DOMESTIC,0
141.76,LOW,HIGH,DOMESTIC,0
437.9,LOW,NONE,DOMESTIC,0
190.87,LOW,NONE,DOMESTIC,0
129.03,LOW,NONE,DOMESTIC,0
1594.51,HIGH,NONE,DOMESTIC,0
188.57,LOW,NONE,DOMESTIC,0
4905.31,HIGH,NONE,INTERNATIONAL,0
248.67,LOW,NONE,INTERNATIONAL,0
2449.91,HIGH,NONE,INTERNATIONAL,0
356.38,LOW,NONE,INTERNATIONAL,0
807.24,MEDIUM,NONE,DOMESTIC,0
82.72,LOW,NONE,INTERNATIONAL,0
69.48,LOW,NONE,DOMESTIC,0
409.21,LOW,NONE,DOMESTIC,1
835.62,MEDIUM,MEDIUM,DOMESTIC,0
232.29,LOW,NONE,DOMESTIC,0
38.74,LOW,NONE,INTERNATIONAL,1
35.07,LOW,NONE,INTERNATIONAL,0
32.04,LOW,NONE,DOMESTIC,0
20.23,LOW,NONE,DOMESTIC,0
255.04,LOW,NONE,DOMESTIC,0
1004.69,HIGH,NONE,DOMESTIC,0
216.05,LOW,NONE,INTERNATIONAL,0
10.4,LOW,NONE,INTERNATIONAL,0
170.05,LOW,NONE,DOMESTIC,0
176.59,LOW,NONE,DOMESTIC,0
3726.5,HIGH,NONE,DOMESTIC,0
30.77,LOW,NONE,DOMESTIC,0
129.83,LOW,NONE,DOMESTIC,0
2200.7,HIGH,NONE,DOMESTIC,0
403.87,LOW,NONE,DOMESTIC,0
470.64,LOW,NONE,DOMESTIC,0
256.8,LOW,HIGH,DOMESTIC,0
343.45,LOW,NONE,INTERNATIONAL,0
628.54,MEDIUM,NONE,DOMESTIC,0
73.76,LOW,NONE,INTERNATIONAL,1
719.82,MEDIUM,NONE,DOMESTIC,0
34.47,LOW,NONE,DOMESTIC,0
342.72,LOW,NONE,DOMESTIC,0
280.04,LOW,NONE,DOMESTIC,0
95.74,LOW,NONE,DOMESTIC,0
213.36,LOW,NONE,DOMESTIC,0
94.94,LOW,NONE,DOMESTIC,0
51.77,LOW,MEDIUM,INTERNATIONAL,0
136.49,LOW,NONE,DOMESTIC,0
49.56,LOW,NONE,DOMESTIC,0
340.16,LOW,NONE,INTERNATIONAL,0
46.57,LOW,NONE,DOMESTIC,0
575.25,MEDIUM,NONE,DOMESTIC,0
44.64,LOW,LOW,INTERNATIONAL,0
102.42,LOW,NONE,DOMESTIC,0
94.67,LOW,NONE,DOMESTIC,0
1316.29,HIGH,NONE,DOMESTIC,0
343.61,LOW,NONE,DOMESTIC,0
165.3,LOW,NONE,INTERNATIONAL,0
431.34,LOW,NONE,DOMESTIC,0
12.79,LOW,MEDIUM,DOMESTIC,0
207.56,LOW,NONE,DOMESTIC,0
3262.57,HIGH,NONE,DOMESTIC,0
263.04,LOW,NONE,DOMESTIC,0
241.12,LOW,NONE,DOMESTIC,0
461.09,LOW,NONE,INTERNATIONAL,0
737.08,MEDIUM,NONE,DOMESTIC,0
14.84,LOW,NONE,INTERNATIONAL,0
22.7,LOW,NONE,DOMESTIC,0
292.22,LOW,NONE,DOMESTIC,1
83.81,LOW,NONE,DOMESTIC,0
1293.18,HIGH,MEDIUM,INTERNATIONAL,0
143.76,LOW,MEDIUM,DOMESTIC,0
16.15,LOW,NONE,DOMESTIC,0
39.72,LOW,NONE,INTERNATIONAL,0
5.37,LOW,NONE,DOMESTIC,0
160.38,LOW,NONE,DOMESTIC,0
170.6,LOW,NONE,DOMESTIC,0
124.04,LOW,NONE,DOMESTIC,0
943.99,MEDIUM,NONE,DOMESTIC,0
1109.46,HIGH,NONE,DOMESTIC,0
174.79,LOW,NONE,INTERNATIONAL,0
12.33,LOW,NONE,DOMESTIC,1
506.21,MEDIUM,NONE,DOMESTIC,0
465.62,LOW,NONE,INTERNATIONAL,0
334.06,LOW,NONE,DOMESTIC,0
827.68,MEDIUM,NONE,DOMESTIC,0
45.65,LOW,NONE,DOMESTIC,0
3312.46,HIGH,NONE,DOMESTIC,0
60.24,LOW,NONE,DOMESTIC,0
604.91,MEDIUM,NONE,INTERNATIONAL,0
22.55,LOW,NONE,INTERNATIONAL,0
62.66,LOW,HIGH,DOMESTIC,0
1703.99,HIGH,NONE,DOMESTIC,0
154.69,LOW,NONE,INTERNATIONAL,1
683.7,MEDIUM,NONE,DOMESTIC,0
302.93,LOW,NONE,INTERNATIONAL,0
190.94,LOW,NONE,DOMESTIC,0
1386.9,HIGH,NONE,DOMESTIC,0
159.83,LOW,LOW,INTERNATIONAL,0
19.88,LOW,NONE,DOMESTIC,0
74.38,LOW,NONE,DOMESTIC,0
463.0,LOW,NONE,INTERNATIONAL,0
375.24,LOW,NONE,DOMESTIC,0
26.53,LOW,NONE,DOMESTIC,0
82.75,LOW,NONE,DOMESTIC,0
100.31,LOW,NONE,DOMESTIC,0
134.32,LOW,NONE,DOMESTIC,0
34.33,LOW,NONE,DOMESTIC,0
94.19,LOW,NONE,DOMESTIC,0
82.27,LOW,HIGH,INTERNATIONAL,0
623.41,MEDIUM,NONE,DOMESTIC,0
655.86,MEDIUM,NONE,DOMESTIC,0
180.69,LOW,NONE,DOMESTIC,0
129.59,LOW,NONE,INTERNATIONAL,0
265.74,LOW,NONE,DOMESTIC,0
73.06,LOW,HIGH,INTERNATIONAL,1
46.78,LOW,NONE,DOMESTIC,0
61.83,LOW,NONE,DOMESTIC,0
93.38,LOW,NONE,INTERNATIONAL,1
45.74,LOW,NONE,INTERNATIONAL,0
273.8,LOW,NONE,DOMESTIC,0
589.19,MEDIUM,NONE,DOMESTIC,0
25.82,LOW,NONE,DOMESTIC,0
227.59,LOW,NONE,DOMESTIC,0
163.48,LOW,NONE,INTERNATIONAL,0
348.86,LOW,NONE,INTERNATIONAL,0
216.19,LOW,NONE,DOMESTIC,0
30.92,LOW,NONE,DOMESTIC,0
40.02,LOW,NONE,DOMESTIC,0
228.91,LOW,NONE,DOMESTIC,0
882.26,MEDIUM,LOW,INTERNATIONAL,0
11.07,LOW,NONE,DOMESTIC,0
350.85,LOW,NONE,DOMESTIC,0
1096.21,HIGH,NONE,DOMESTIC,0
178.94,LOW,NONE,INTERNATIONAL,0
462.39,LOW,NONE,DOMESTIC,0
85.16,LOW,NONE,DOMESTIC,0
187.26,LOW,NONE,DOMESTIC,0
24.67,LOW,NONE,DOMESTIC,0
9.29,LOW,NONE,DOMESTIC,0
785.53,MEDIUM,NONE,DOMESTIC,0
58.2,LOW,NONE,DOMESTIC,0
118.95,LOW,NONE,DOMESTIC,0
33.85,LOW,NONE,INTERNATIONAL,0
32.79,LOW,NONE,DOMESTIC,0
173.98,LOW,NONE,DOMESTIC,0
82.16,LOW,NONE,DOMESTIC,0
366.46,LOW,MEDIUM,INTERNATIONAL,0
405.27,LOW,NONE,INTERNATIONAL,0
339.26,LOW,LOW,INTERNATIONAL,0
303.61,LOW,NONE,DOMESTIC,0
1851.25,HIGH,MEDIUM,DOMESTIC,0
52.06,LOW,NONE,DOMESTIC,0
204.27,LOW,NONE,DOMESTIC,0
1015.12,HIGH,NONE,DOMESTIC,0
1212.88,HIGH,NONE,DOMESTIC,0
32.27,LOW,NONE,DOMESTIC,0
144.31,LOW,NONE,DOMESTIC,0
1376.21,HIGH,NONE,DOMESTIC,1
436.83,LOW,NONE,DOMESTIC,0
286.36,LOW,LOW,INTERNATIONAL,0
163.98,LOW,NONE,DOMESTIC,0
131.04,LOW,MEDIUM,INTERNATIONAL,0
324.64,LOW,NONE,DOMESTIC,0
156.48,LOW,HIGH,INTERNATIONAL,1
207.71,LOW,NONE,INTERNATIONAL,0
244.63,LOW,NONE,DOMESTIC,0
88.08,LOW,MEDIUM,INTERNATIONAL,1
451.24,LOW,NONE,DOMESTIC,0
11247.01,HIGH,NONE,DOMESTIC,1
19.98,LOW,NONE,INTERNATIONAL,0
340.71,LOW,NONE,DOMESTIC,0
78.84,LOW,NONE,DOMESTIC,0
479.68,LOW,NONE,DOMESTIC,0
234.27,LOW,HIGH,DOMESTIC,1
615.31,MEDIUM,NONE,DOMESTIC,0
1075.52,HIGH,NONE,DOMESTIC,0
285.26,LOW,NONE,DOMESTIC,0
1014.24,HIGH,NONE,DOMESTIC,0
9.29,LOW,NONE,DOMESTIC,0
1883.22,HIGH,NONE,DOMESTIC,0
365.02,LOW,NONE,DOMESTIC,0
942.67,MEDIUM,NONE,DOMESTIC,0
42.39,LOW,NONE,DOMESTIC,0
71.67,LOW,NONE,INTERNATIONAL,0
267.91,LOW,NONE,INTERNATIONAL,0
215.0,LOW,NONE,DOMESTIC,0
322.39,LOW,NONE,DOMESTIC,0
951.2,MEDIUM,HIGH,INTERNATIONAL,1
20.3,LOW,NONE,INTERNATIONAL,0
819.16,MEDIUM,NONE,DOMESTIC,0
222.47,LOW,NONE,DOMESTIC,0
167.09,LOW,NONE,DOMESTIC,0
30.19,LOW,NONE,DOMESTIC,0
433.87,LOW,NONE,INTERNATIONAL,0
8.45,LOW,NONE,DOMESTIC,0
527.93,MEDIUM,NONE,DOMESTIC,0
29.35,LOW,NONE,DOMESTIC,1
236.46,LOW,NONE,INTERNATIONAL,0
187.31,LOW,NONE,DOMESTIC,0
1066.89,HIGH,NONE,INTERNATIONAL,0
172.85,LOW,NONE,DOMESTIC,0
86.19,LOW,NONE,DOMESTIC,1
111.02,LOW,NONE,DOMESTIC,0
1226.62,HIGH,NONE,DOMESTIC,1
453.79,LOW,NONE,INTERNATIONAL,0
130.72,LOW,NONE,DOMESTIC,0
159.88,LOW,NONE,DOMESTIC,0
26.52,LOW,NONE,DOMESTIC,0
371.69,LOW,NONE,DOMESTIC,0
20.45,LOW,NONE,DOMESTIC,0
607.01,MEDIUM,HIGH,INTERNATIONAL,1
261.72,LOW,NONE,DOMESTIC,0
5519.33,HIGH,NONE,DOMESTIC,1
49.82,LOW,NONE,DOMESTIC,0
191.53,LOW,NONE,DOMESTIC,0
2493.18,HIGH,NONE,DOMESTIC,0
1098.83,HIGH,NONE,DOMESTIC,0
85.95,LOW,NONE,DOMESTIC,0
297.67,LOW,NONE,DOMESTIC,0
220.59,LOW,LOW,INTERNATIONAL,0
321.91,LOW,NONE,INTERNATIONAL,0
85.66,LOW,NONE,DOMESTIC,0
195.01,LOW,NONE,DOMESTIC,0
25.44,LOW,NONE,DOMESTIC,0
264.03,LOW,NONE,DOMESTIC,0
403.9,LOW,NONE,DOMESTIC,0
161.84,LOW,NONE,DOMESTIC,0
24.86,LOW,NONE,INTERNATIONAL,0
835.6,MEDIUM,NONE,DOMESTIC,0
359.87,LOW,NONE,DOMESTIC,0
82.56,LOW,NONE,DOMESTIC,0
150.63,LOW,NONE,DOMESTIC,0
29.01,LOW,NONE,DOMESTIC,0
55.11,LOW,NONE,DOMESTIC,0
106.44,LOW,NONE,DOMESTIC,0
1155.16,HIGH,NONE,INTERNATIONAL,0
92.79,LOW,NONE,INTERNATIONAL,0
522.13,MEDIUM,NONE,DOMESTIC,0
106.37,LOW,NONE,INTERNATIONAL,0
307.46,LOW,NONE,DOMESTIC,0
181.77,LOW,MEDIUM,INTERNATIONAL,0
714.98,MEDIUM,LOW,DOMESTIC,1
106.87,LOW,NONE,DOMESTIC,0
26.33,LOW,NONE,DOMESTIC,0
34.06,LOW,HIGH,DOMESTIC,0
107.3,LOW,NONE,DOMESTIC,0
40.75,LOW,NONE,DOMESTIC,0
382.76,LOW,NONE,DOMESTIC,0
117.31,LOW,NONE,DOMESTIC,0
5428.11,HIGH,NONE,DOMESTIC,1
21.07,LOW,NONE,INTERNATIONAL,0
289.61,LOW,NONE,DOMESTIC,0
47.99,LOW,NONE,INTERNATIONAL,1
113.02,LOW,NONE,DOMESTIC,0
266.28,LOW,NONE,DOMESTIC,0
9.53,LOW,NONE,DOMESTIC,0
302.88,LOW,NONE,DOMESTIC,0
2871.39,HIGH,NONE,DOMESTIC,0
119.28,LOW,NONE,INTERNATIONAL,0
312.43,LOW,NONE,DOMESTIC,0
877.67,MEDIUM,NONE,INTERNATIONAL,0
176.32,LOW,NONE,DOMESTIC,0
100.42,LOW,NONE,DOMESTIC,0
10.19,LOW,NONE,DOMESTIC,0
522.68,MEDIUM,NONE,INTERNATIONAL,0
188.83,LOW,NONE,DOMESTIC,0
56.06,LOW,NONE,DOMESTIC,0
261.0,LOW,NONE,DOMESTIC,0
100.05,LOW,NONE,DOMESTIC,0
107.8,LOW,NONE,INTERNATIONAL,0
498.76,LOW,NONE,INTERNATIONAL,0
36.12,LOW,NONE,DOMESTIC,0
904.61,MEDIUM,MEDIUM,INTERNATIONAL,0
33.34,LOW,NONE,INTERNATIONAL,0
89.93,LOW,NONE,DOMESTIC,0
2950.13,HIGH,NONE,DOMESTIC,0
1007.83,HIGH,NONE,DOMESTIC,0
250.98,LOW,NONE,DOMESTIC,0
61.8,LOW,NONE,DOMESTIC,0
107.67,LOW,NONE,DOMESTIC,0
242.88,LOW,NONE,INTERNATIONAL,0
231.43,LOW,NONE,INTERNATIONAL,0
194.6,LOW,NONE,DOMESTIC,0
211.03,LOW,NONE,DOMESTIC,0
164.72,LOW,NONE,DOMESTIC,0
31.4,LOW,NONE,DOMESTIC,0
109.55,LOW,NONE,DOMESTIC,0
756.25,MEDIUM,NONE,DOMESTIC,0
34.69,LOW,NONE,DOMESTIC,0
170.33,LOW,NONE,DOMESTIC,0
72.74,LOW,NONE,DOMESTIC,0
255.69,LOW,LOW,DOMESTIC,0
130.19,LOW,HIGH,INTERNATIONAL,1
1616.65,HIGH,NONE,DOMESTIC,0
435.94,LOW,NONE,DOMESTIC,0
37.44,LOW,NONE,DOMESTIC,0
544.46,MEDIUM,NONE,DOMESTIC,0
77.31,LOW,NONE,DOMESTIC,0
100.96,LOW,NONE,DOMESTIC,0
336.06,LOW,NONE,DOMESTIC,0
113.27,LOW,NONE,DOMESTIC,0
734.35,MEDIUM,NONE,DOMESTIC,1
77.33,LOW,NONE,DOMESTIC,0
95.4,LOW,NONE,DOMESTIC,0
90.7,LOW,NONE,DOMESTIC,0
102.52,LOW,NONE,DOMESTIC,0
970.23,MEDIUM,NONE,DOMESTIC,0
514.14,MEDIUM,NONE,DOMESTIC,0
2212.88,HIGH,NONE,DOMESTIC,0
4698.26,HIGH,NONE,DOMESTIC,0
54.72,LOW,NONE,DOMESTIC,0
241.94,LOW,NONE,DOMESTIC,0
44.96,LOW,NONE,DOMESTIC,0
77.0,LOW,NONE,DOMESTIC,0
93.97,LOW,HIGH,INTERNATIONAL,0
52.8,LOW,NONE,INTERNATIONAL,0
53.17,LOW,NONE,INTERNATIONAL,0
181.06,LOW,MEDIUM,DOMESTIC,0
42.57,LOW,NONE,DOMESTIC,0
685.74,MEDIUM,NONE,DOMESTIC,0
63.73,LOW,NONE,DOMESTIC,0
9764.86,HIGH,NONE,DOMESTIC,0
119.61,LOW,NONE,DOMESTIC,0
242.46,LOW,NONE,DOMESTIC,0
38.28,LOW,NONE,DOMESTIC,0
2201.41,HIGH,NONE,DOMESTIC,0
997.2,MEDIUM,NONE,DOMESTIC,0
328.48,LOW,NONE,INTERNATIONAL,0
35.71,LOW,NONE,DOMESTIC,1
292.37,LOW,NONE,DOMESTIC,0
48.41,LOW,HIGH,INTERNATIONAL,0
1584.16,HIGH,NONE,DOMESTIC,0
655.92,MEDIUM,NONE,DOMESTIC,0
250.25,LOW,NONE,DOMESTIC,0
8.2,LOW,NONE,DOMESTIC,0
58.32,LOW,NONE,DOMESTIC,0
556.74,MEDIUM,LOW,INTERNATIONAL,0
1131.18,HIGH,NONE,INTERNATIONAL,0
983.39,MEDIUM,LOW,INTERNATIONAL,1
25.65,LOW,NONE,INTERNATIONAL,0
330.54,LOW,NONE,DOMESTIC,0
866.6,MEDIUM,MEDIUM,INTERNATIONAL,0
23.45,LOW,NONE,DOMESTIC,0
217.66,LOW,NONE,DOMESTIC,0
318.4,LOW,NONE,INTERNATIONAL,0
146.58,LOW,HIGH,INTERNATIONAL,1
